CardHolderID,Event_Date,Status
"220879977","3/21/2017","tardy"
"216901348","3/21/2017","tardy"
"220814677","3/23/2017","tardy"
"222656407","3/23/2017","tardy"
"221038375","4/3/2017","tardy"
"220202287","4/3/2017","tardy"
"238069728","4/3/2017","tardy"
"220389456","4/3/2017","tardy"
"216487223","4/3/2017","tardy"
"227189917","4/3/2017","tardy"
"215219718","4/3/2017","tardy"
"221536113","4/3/2017","tardy"
"217008168","3/21/2017","tardy"
"219935822","3/21/2017","tardy"
"213686009","4/3/2017","tardy"
"215455122","4/3/2017","tardy"
"222822959","3/21/2017","tardy"
"220012579","3/21/2017","tardy"
"213026750","3/21/2017","tardy"
"216487223","3/21/2017","tardy"
"232647347","4/12/2017","tardy"
"219935822","4/12/2017","tardy"
"215883398","4/12/2017","tardy"
"217060938","4/12/2017","tardy"
"220389456","4/12/2017","tardy"
"221181480","4/12/2017","tardy"
"221218332","4/12/2017","tardy"
"220814677","3/17/2017","tardy"
"216453183","3/17/2017","tardy"
"222028235","3/17/2017","tardy"
"222588857","3/17/2017","tardy"
"220202287","3/24/2017","tardy"
"219935822","4/7/2017","tardy"
"218512499","4/7/2017","tardy"
"216538280","3/24/2017","tardy"
"226730190","3/23/2017","tardy"
"227688280","3/23/2017","tardy"
"227189917","3/24/2017","tardy"
"232702704","3/24/2017","tardy"
"227688280","4/12/2017","tardy"
"214242224","3/17/2017","tardy"
"216490482","3/17/2017","tardy"
"216061812","3/17/2017","tardy"
"227688280","3/17/2017","tardy"
"220306765","3/17/2017","tardy"
"215238999","3/17/2017","tardy"
"223124025","3/17/2017","tardy"
"215219718","3/17/2017","tardy"
"220377972","3/17/2017","tardy"
"232702704","3/17/2017","tardy"
"216631093","4/7/2017","tardy"
"207052606","4/7/2017","tardy"
"216487819","4/7/2017","tardy"
"224458307","4/7/2017","tardy"
"215238999","4/7/2017","tardy"
"209097179","4/7/2017","tardy"
"232702704","4/7/2017","tardy"
"220012579","4/7/2017","tardy"
"218688414","4/7/2017","tardy"
"220814677","4/7/2017","tardy"
"212915938","3/15/2017","tardy"
"218512499","4/11/2017","tardy"
"275281558","3/15/2017","tardy"
"218116036","3/15/2017","tardy"
"216215483","4/11/2017","tardy"
"216564161","4/11/2017","tardy"
"215219718","3/27/2017","tardy"
"227189917","3/27/2017","tardy"
"216061812","3/27/2017","tardy"
"236741534","3/27/2017","tardy"
"218512499","3/27/2017","tardy"
"220328215","3/27/2017","tardy"
"216863860","3/27/2017","tardy"
"220872287","3/27/2017","tardy"
"219935822","3/27/2017","tardy"
"221229073","3/27/2017","tardy"
"221013758","3/22/2017","tardy"
"227189917","3/22/2017","tardy"
"242036549","3/22/2017","tardy"
"222594566","3/22/2017","tardy"
"220328215","3/22/2017","tardy"
"220149744","3/22/2017","tardy"
"222656407","3/22/2017","tardy"
"216102640","3/22/2017","tardy"
"222028235","3/22/2017","tardy"
"220012637","3/22/2017","tardy"
"217865765","3/17/2017","tardy"
"216901678","3/17/2017","tardy"
"218971257","3/17/2017","tardy"
"217060938","3/17/2017","tardy"
"219499043","3/17/2017","tardy"
"220328215","3/17/2017","tardy"
"222537680","3/27/2017","tardy"
"220370043","3/16/2017","tardy"
"221461676","3/16/2017","tardy"
"214481558","3/16/2017","tardy"
"212804280","3/16/2017","tardy"
"220181978","3/17/2017","tardy"
"216487447","4/12/2017","tardy"
"220012637","4/3/2017","tardy"
"221373046","4/3/2017","tardy"
"220301287","4/3/2017","tardy"
"205438062","4/3/2017","tardy"
"222700981","4/3/2017","tardy"
"217197698","4/3/2017","tardy"
"220879779","4/3/2017","tardy"
"220879977","4/3/2017","tardy"
"209097179","4/3/2017","tardy"
"214788507","4/3/2017","tardy"
"218065035","4/6/2017","Early departure"
"236959441","3/15/2017","Early departure"
"236969077","4/6/2017","Early departure"
"217953355","3/15/2017","Early departure"
"207052606","4/6/2017","Early departure"
"220499545","3/13/2017","Early departure"
"220962914","3/13/2017","Early departure"
"216631093","3/13/2017","Early departure"
"220389456","3/13/2017","Early departure"
"223198193","3/23/2017","Early departure"
"221142714","4/6/2017","Early departure"
"226672145","4/6/2017","Early departure"
"215890245","4/6/2017","Early departure"
"216487819","4/6/2017","Early departure"
"235383247","4/6/2017","Early departure"
"216453183","4/6/2017","Early departure"
"223274853","4/6/2017","Early departure"
"224819219","4/6/2017","Early departure"
"236959094","3/13/2017","Early departure"
"220962930","4/6/2017","Early departure"
"216453423","4/6/2017","Early departure"
"216885871","3/13/2017","Early departure"
"223983198","3/15/2017","Early departure"
"236052197","4/6/2017","Early departure"
"220368674","4/6/2017","Early departure"
"223339714","3/15/2017","Early departure"
"218545978","3/13/2017","Early departure"
"216102640","3/15/2017","Early departure"
"237002209","3/15/2017","Early departure"
"216759860","3/15/2017","Early departure"
"214888349","3/15/2017","Early departure"
"224819219","3/23/2017","Early departure"
"215738816","3/23/2017","Early departure"
"220982136","3/23/2017","Early departure"
"222274300","3/23/2017","Early departure"
"223323957","3/23/2017","Early departure"
"222467359","3/23/2017","Early departure"
"223156704","3/23/2017","Early departure"
"216766659","3/23/2017","Early departure"
"215675604","3/23/2017","Early departure"
"213777147","3/13/2017","Early departure"
"216440479","3/13/2017","Early departure"
"237134309","3/13/2017","Early departure"
"227688280","3/13/2017","Early departure"
"231764408","3/13/2017","Early departure"
"222598781","3/13/2017","Early departure"
"223108622","3/13/2017","Early departure"
"223206558","3/13/2017","Early departure"
"219935822","3/13/2017","Early departure"
"232531681","3/13/2017","Early departure"
"275281558","3/13/2017","Early departure"
"226884740","3/13/2017","Early departure"
"216486993","3/13/2017","Early departure"
"214492027","3/23/2017","Early departure"
"216273300","3/15/2017","Early departure"
"239651193","3/13/2017","Early departure"
"214712432","3/15/2017","Early departure"
"215238999","3/15/2017","Early departure"
"216486993","3/15/2017","Early departure"
"232403402","3/15/2017","Early departure"
"216453423","3/13/2017","Early departure"
"220214647","3/23/2017","Early departure"
"237002209","3/23/2017","Early departure"
"242942639","3/23/2017","Early departure"
"226777548","3/23/2017","Early departure"
"217197920","3/13/2017","Early departure"
"220288385","3/23/2017","Early departure"
"219995776","3/13/2017","Early departure"
"217197698","3/13/2017","Early departure"
"220102644","3/13/2017","Early departure"
"222247652","3/13/2017","Early departure"
"220370043","3/13/2017","Early departure"
"220372304","3/13/2017","Early departure"
"215455122","3/13/2017","Early departure"
"223269705","3/13/2017","Early departure"
"223323957","3/13/2017","Early departure"
"221181480","3/13/2017","Early departure"
"222537607","3/13/2017","Early departure"
"219936788","3/13/2017","Early departure"
"221373046","3/13/2017","Early departure"
"216215483","4/6/2017","Early departure"
"236966107","4/6/2017","Early departure"
"221536113","3/13/2017","Early departure"
"207052606","3/13/2017","Early departure"
"220012579","4/6/2017","Early departure"
"209886068","4/6/2017","Early departure"
"220317283","4/6/2017","Early departure"
"214508384","4/6/2017","Early departure"
"220328215","4/6/2017","Early departure"
"227688280","4/6/2017","Early departure"
"220288385","4/6/2017","Early departure"
"221013758","4/6/2017","Early departure"
"221214497","4/6/2017","Early departure"
"218545978","3/15/2017","Early departure"
"220879977","3/13/2017","Early departure"
"216487819","3/13/2017","Early departure"
"216116616","3/13/2017","Early departure"
"216487223","3/13/2017","Early departure"
"223274853","3/13/2017","Early departure"
"218924942","3/13/2017","Early departure"
"215540311","3/13/2017","Early departure"
"215453226","3/15/2017","Early departure"
"239651193","3/15/2017","Early departure"
"212804280","3/23/2017","Early departure"
"220370043","3/23/2017","Early departure"
"220703003","3/23/2017","Early departure"
"215732025","4/6/2017","Early departure"
"220135701","4/6/2017","Early departure"
"216403600","4/6/2017","Early departure"
"240191627","4/6/2017","Early departure"
"216490482","4/6/2017","Early departure"
"217315563","4/6/2017","Early departure"
"240758177","3/23/2017","Early departure"
"218688414","3/23/2017","Early departure"
"226672012","4/6/2017","Early departure"
"218621787","3/15/2017","Early departure"
"223156704","3/15/2017","Early departure"
"220368674","3/15/2017","Early departure"
"216095224","3/15/2017","Early departure"
"226672145","3/15/2017","Early departure"
"220214738","3/15/2017","Early departure"
"220162432","3/15/2017","Early departure"
"220301287","3/15/2017","Early departure"
"234897031","3/15/2017","Early departure"
"219714201","3/15/2017","Early departure"
"223331547","3/15/2017","Early departure"
"219040045","3/15/2017","Early departure"
"224358028","3/15/2017","Early departure"
"224819219","3/15/2017","Early departure"
"223444464","3/15/2017","Early departure"
"223198193","4/6/2017","Early departure"
"221163843","3/15/2017","Early departure"
"236959060","4/6/2017","Early departure"
"223444464","4/6/2017","Early departure"
"233775485","3/15/2017","Early departure"
"234681138","3/15/2017","Early departure"
"218601979","3/13/2017","Early departure"
"218688414","4/6/2017","Early departure"
"223302100","3/23/2017","Early departure"
"219759081","3/23/2017","Early departure"
"216453423","3/23/2017","Early departure"
"220117584","3/23/2017","Early departure"
"216487819","3/23/2017","Early departure"
"239651193","3/23/2017","Early departure"
"220301287","3/23/2017","Early departure"
"220499545","3/23/2017","Early departure"
"222274300","3/13/2017","Early departure"
"216328336","3/13/2017","Early departure"
"217865765","3/13/2017","Early departure"
"219759081","3/13/2017","Early departure"
"216901348","3/13/2017","Early departure"
"236741534","3/13/2017","Early departure"
"216766758","3/15/2017","Early departure"
"220879977","3/15/2017","Early departure"
"206591950","4/6/2017","Early departure"
"216116616","4/6/2017","Early departure"
"216440479","4/6/2017","Early departure"
"234681138","4/6/2017","Early departure"
"215453226","4/6/2017","Early departure"
"239651193","4/6/2017","Early departure"
"223339714","4/6/2017","Early departure"
"222656407","4/6/2017","Early departure"
"216144675","4/6/2017","Early departure"
"219293461","3/15/2017","Early departure"
"219293461","4/6/2017","Early departure"
"215890245","3/15/2017","Early departure"
"225161025","4/6/2017","Early departure"
"217327329","3/23/2017","Early departure"
"216273300","4/6/2017","Early departure"
"207052606","3/15/2017","Early departure"
"221855265","4/6/2017","Early departure"
"218512499","3/15/2017","Early departure"
"220435614","4/6/2017","Early departure"
"220306765","4/6/2017","Early departure"
"215453226","3/23/2017","Early departure"
"236052197","3/23/2017","Early departure"
"234147247","3/23/2017","Early departure"
"236959094","3/23/2017","Early departure"
"216215483","3/23/2017","Early departure"
"221381601","3/23/2017","Early departure"
"219567153","3/23/2017","Early departure"
"236958724","3/23/2017","Early departure"
"218924942","3/23/2017","Early departure"
"220202287","3/23/2017","Early departure"
"222892978","3/13/2017","Early departure"
"221013717","3/13/2017","Early departure"
"218012326","3/15/2017","Early departure"
"223357377","3/15/2017","Early departure"
"223554148","3/15/2017","Early departure"
"222552374","3/15/2017","Early departure"
"216766659","3/13/2017","Early departure"
"215675604","3/13/2017","Early departure"
"237002209","3/13/2017","Early departure"
"215238999","3/13/2017","Early departure"
"220814677","3/13/2017","Early departure"
"222642464","3/13/2017","Early departure"
"214788507","3/15/2017","Early departure"
"216453423","3/15/2017","Early departure"
"214492027","3/15/2017","Early departure"
"218607315","3/15/2017","Early departure"
"208659789","3/15/2017","Early departure"
"219581998","3/15/2017","Early departure"
"224358028","3/23/2017","Early departure"
"215238999","3/23/2017","Early departure"
"216144675","3/23/2017","Early departure"
"220703003","4/6/2017","Early departure"
"214926875","3/15/2017","Early departure"
"226857217","4/6/2017","Early departure"
"221373053","4/6/2017","Early departure"
"219935822","4/6/2017","Early departure"
"219759081","4/6/2017","Early departure"
"218924942","4/6/2017","Early departure"
"222028235","4/6/2017","Early departure"
"220149744","3/13/2017","Early departure"
"213403314","3/13/2017","Early departure"
"219592011","3/13/2017","Early departure"
"221273410","3/13/2017","Early departure"
"220214738","3/13/2017","Early departure"
"216046821","3/13/2017","Early departure"
"220368674","3/13/2017","Early departure"
"235383247","3/13/2017","Early departure"
"224458307","4/6/2017","Early departure"
"240438788","3/15/2017","Early departure"
"226879203","3/15/2017","Early departure"
"217865765","3/15/2017","Early departure"
"206591950","3/23/2017","Early departure"
"216759860","3/23/2017","Early departure"
"220372304","3/23/2017","Early departure"
"217197920","3/23/2017","Early departure"
"218065035","3/23/2017","Early departure"
"209245166","4/6/2017","Early departure"
"223371634","3/15/2017","Early departure"
"220135701","3/15/2017","Early departure"
"233561125","3/15/2017","Early departure"
"223233677","3/15/2017","Early departure"
"222594566","3/15/2017","Early departure"
"220472872","3/15/2017","Early departure"
"218634418","4/6/2017","Early departure"
"216901678","4/6/2017","Early departure"
"212713291","3/13/2017","Early departure"
"221536113","3/23/2017","Early departure"
"220274336","3/23/2017","Early departure"
"220257570","3/23/2017","Early departure"
"223131418","3/13/2017","Early departure"
"222822959","3/15/2017","Early departure"
"217531037","3/15/2017","Early departure"
"222892978","3/23/2017","Early departure"
"209076322","3/23/2017","Early departure"
"220162432","3/23/2017","Early departure"
"221125842","3/23/2017","Early departure"
"226728848","3/23/2017","Early departure"
"217102995","3/23/2017","Early departure"
"237002217","3/23/2017","Early departure"
"221218332","3/23/2017","Early departure"
"226879203","3/23/2017","Early departure"
"216885871","3/23/2017","Early departure"
"216563965","3/23/2017","Early departure"
"221373079","3/23/2017","Early departure"
"234147247","3/15/2017","Early departure"
"236052197","3/15/2017","Early departure"
"220117584","3/13/2017","Early departure"
"216490482","3/13/2017","Early departure"
"220288385","3/15/2017","Early departure"
"226723435","3/13/2017","Early departure"
"220257570","3/15/2017","Early departure"
"220162838","3/15/2017","Early departure"
"215770017","3/13/2017","Early departure"
"217315563","3/13/2017","Early departure"
"236969077","3/13/2017","Early departure"
"215016338","3/13/2017","Early departure"
"226728848","3/13/2017","Early departure"
"216102640","3/13/2017","Early departure"
"209245166","3/13/2017","Early departure"
"216863860","3/13/2017","Early departure"
"217327329","4/6/2017","Early departure"
"218509479","3/15/2017","Early departure"
"226879203","4/6/2017","Early departure"
"215238999","4/6/2017","Early departure"
"221218332","4/6/2017","Early departure"
"216356352","4/6/2017","Early departure"
"216486993","4/6/2017","Early departure"
"215009176","4/6/2017","Early departure"
"226728848","4/6/2017","Early departure"
"217060938","4/6/2017","Early departure"
"216766659","4/6/2017","Early departure"
"242036549","4/6/2017","Early departure"
"215675604","4/6/2017","Early departure"
"232981423","4/6/2017","Early departure"
"217060938","3/15/2017","Early departure"
"222274300","4/6/2017","Early departure"
"217315563","3/23/2017","Early departure"
"215170036","3/15/2017","Early departure"
"221038375","3/15/2017","Early departure"
"221013758","3/15/2017","Early departure"
"242942639","3/15/2017","Early departure"
"218601979","3/15/2017","Early departure"
"226730190","3/15/2017","Early departure"
"226672145","3/23/2017","Early departure"
"216901348","3/23/2017","Early departure"
"232702704","4/6/2017","Early departure"
"215770017","4/6/2017","Early departure"
"216360487","3/23/2017","Early departure"
"238069728","4/6/2017","Early departure"
"216487223","4/6/2017","Early departure"
"215219718","4/6/2017","Early departure"
"217008168","3/23/2017","Early departure"
"219935822","3/23/2017","Early departure"
"215455122","4/6/2017","Early departure"
"216631093","4/6/2017","Early departure"
"234147247","4/6/2017","Early departure"
"237002217","4/6/2017","Early departure"
"220026173","4/6/2017","Early departure"
"215970310","4/6/2017","Early departure"
"223323957","4/6/2017","Early departure"
"220274336","3/13/2017","Early departure"
"236959060","3/13/2017","Early departure"
"213686009","3/13/2017","Early departure"
"220301287","3/13/2017","Early departure"
"236958724","3/13/2017","Early departure"
"238069728","3/13/2017","Early departure"
"226672145","3/13/2017","Early departure"
"221381601","3/13/2017","Early departure"
"220288385","3/13/2017","Early departure"
"221214497","3/13/2017","Early departure"
"220346779","3/13/2017","Early departure"
"218512499","4/6/2017","Early departure"
"223269705","4/6/2017","Early departure"
"215170036","4/6/2017","Early departure"
"219590833","3/23/2017","Early departure"
"217182989","3/23/2017","Early departure"
"215016338","3/23/2017","Early departure"
"215770017","3/23/2017","Early departure"
"220372304","4/6/2017","Early departure"
"224358028","4/6/2017","Early departure"
"223156639","3/15/2017","Early departure"
"216360487","3/15/2017","Early departure"
"216403600","3/15/2017","Early departure"
"214591653","3/15/2017","Early departure"
"218609774","3/15/2017","Early departure"
"221461676","3/15/2017","Early departure"
"220181978","3/15/2017","Early departure"
"215559154","3/15/2017","Early departure"
"216487223","3/15/2017","Early departure"
"223164799","3/15/2017","Early departure"
"214926875","4/6/2017","Early departure"
"220328215","3/15/2017","Early departure"
"223302100","3/13/2017","Early departure"
"220328215","3/13/2017","Early departure"
"223275090","3/15/2017","Early departure"
"216563965","3/13/2017","Early departure"
"218923126","3/13/2017","Early departure"
"218661437","3/13/2017","Early departure"
"219567153","3/13/2017","Early departure"
"216360487","3/13/2017","Early departure"
"226529576","3/13/2017","Early departure"
"242942639","3/13/2017","Early departure"
"221104367","3/13/2017","Early departure"
"220872287","3/13/2017","Early departure"
"220879779","3/13/2017","Early departure"
"220472872","3/13/2017","Early departure"
"218595841","3/13/2017","Early departure"
"223206558","3/15/2017","Early departure"
"217197938","3/13/2017","Early departure"
"232702704","3/13/2017","Early departure"
"219293461","3/13/2017","Early departure"
"217182989","3/13/2017","Early departure"
"223198193","3/13/2017","Early departure"
"217008168","3/15/2017","Early departure"
"220126635","3/15/2017","Early departure"
"220962914","3/15/2017","Early departure"
"221142714","3/15/2017","Early departure"
"221125842","3/15/2017","Early departure"
"216046821","3/15/2017","Early departure"
"216242248","4/6/2017","Early departure"
"218923126","4/6/2017","Early departure"
"218116036","4/6/2017","Early departure"
"216046821","4/6/2017","Early departure"
"220181978","4/6/2017","Early departure"
"223241829","4/6/2017","Early departure"
"220102644","4/6/2017","Early departure"
"217102995","4/6/2017","Early departure"
"216538280","4/6/2017","Early departure"
"214842387","4/6/2017","Early departure"
"232531681","3/15/2017","Early departure"
"226749372","3/15/2017","Early departure"
"236969077","3/23/2017","Early departure"
"216490482","3/23/2017","Early departure"
"215219718","3/23/2017","Early departure"
"231764408","3/23/2017","Early departure"
"213145568","3/23/2017","Early departure"
"217198100","3/23/2017","Early departure"
"216486993","3/23/2017","Early departure"
"221251531","3/23/2017","Early departure"
"223206558","3/23/2017","Early departure"
"212915938","4/6/2017","Early departure"
"215883398","4/6/2017","Early departure"
"215016338","4/6/2017","Early departure"
"236966107","3/23/2017","Early departure"
"218556140","3/15/2017","Early departure"
"219441607","3/15/2017","Early departure"
"222467359","3/15/2017","Early departure"
"221181480","3/15/2017","Early departure"
"220962930","3/15/2017","Early departure"
"222537607","3/15/2017","Early departure"
"220346779","4/6/2017","Early departure"
"215738816","4/6/2017","Early departure"
"219995776","4/6/2017","Early departure"
"221013758","3/23/2017","Early departure"
"227189917","3/23/2017","Early departure"
"220328215","3/23/2017","Early departure"
"216102640","3/23/2017","Early departure"
"218545978","4/6/2017","Early departure"
"222537680","3/13/2017","Early departure"
"220703003","3/13/2017","Early departure"
"218971257","3/13/2017","Early departure"
"220135701","3/13/2017","Early departure"
"220914758","3/13/2017","Early departure"
"221229073","3/13/2017","Early departure"
"217327329","3/13/2017","Early departure"
"220012637","4/6/2017","Early departure"
"205438062","4/6/2017","Early departure"
"217197698","4/6/2017","Early departure"
"226884740","3/15/2017","tardy and Early departure"
"221855265","3/13/2017","tardy and Early departure"
"221253883","3/15/2017","tardy and Early departure"
"220879779","3/15/2017","tardy and Early departure"
"222656407","3/15/2017","tardy and Early departure"
"217865765","3/23/2017","tardy and Early departure"
"221373053","3/23/2017","tardy and Early departure"
"216538280","3/23/2017","tardy and Early departure"
"222028235","3/23/2017","tardy and Early departure"
"221142714","3/23/2017","tardy and Early departure"
"216273300","3/23/2017","tardy and Early departure"
"220102644","3/23/2017","tardy and Early departure"
"220378293","3/15/2017","tardy and Early departure"
"221373046","3/15/2017","tardy and Early departure"
"213403314","3/15/2017","tardy and Early departure"
"214842387","3/15/2017","tardy and Early departure"
"219293461","3/23/2017","tardy and Early departure"
"205438062","3/23/2017","tardy and Early departure"
"215732025","3/23/2017","tardy and Early departure"
"220314793","3/23/2017","tardy and Early departure"
"212713291","3/23/2017","tardy and Early departure"
"220026173","3/23/2017","tardy and Early departure"
"232702704","3/23/2017","tardy and Early departure"
"220149744","3/23/2017","tardy and Early departure"
"218545978","3/23/2017","tardy and Early departure"
"213026750","3/23/2017","tardy and Early departure"
"220012637","3/23/2017","tardy and Early departure"
"221855265","3/23/2017","tardy and Early departure"
"219592011","3/23/2017","tardy and Early departure"
"217197698","3/23/2017","tardy and Early departure"
"201706009","3/15/2017",tardy and Early departure
"214313231","3/15/2017",tardy and Early departure
"215453226","3/13/2017","Early departure"
"215675604","3/15/2017",tardy and Early departure
"215732025","3/13/2017","Early departure"
"216144675","3/13/2017","Early departure"
"216564161","3/15/2017",tardy and Early departure
"216863860","3/15/2017","Early departure"
"217182989","3/15/2017",tardy and Early departure
"217197920","4/6/2017","Early departure"
"217197938","3/23/2017","Early departure"
"217197938","4/6/2017","Early departure"
"218468627","3/15/2017","Early departure"
"218509479","3/23/2017","Early departure"
"218512499","3/23/2017",tardy and Early departure
